Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
i3,2012,Asia,Blue,Electric,Manual,1.4,123199,55396,8277,High
X5,2016,Asia,White,Diesel,Manual,3.3,187405,119774,4651,Low
X6,2017,Africa,White,Petrol,Manual,2.9,174479,67969,6463,Low
3 Series,2011,Europe,Silver,Petrol,Automatic,2.0,112801,56754,9205,High
7 Series,2012,Africa,Black,Petrol,Manual,3.0,114544,73560,4812,Low
M5,2019,Africa,Blue,Electric,Manual,3.4,147716,84765,5150,Low
3 Series,2024,South America,Black,Hybrid,Automatic,2.2,116625,71916,9999,High
M3,2017,Asia,Black,Diesel,Manual,2.2,120821,99459,8116,High
X6,2015,Asia,Blue,Electric,Automatic,3.4,181798,115167,7273,High
7 Series,2022,South America,Red,Petrol,Manual,4.0,145506,97809,3423,Low
i8,2015,North America,Black,Hybrid,Manual,3.1,175558,100033,7732,High
i8,2022,South America,Silver,Hybrid,Manual,3.3,33440,107639,5913,Low
i3,2016,North America,White,Electric,Automatic,2.5,22264,59437,9999,High
i3,2010,Africa,Silver,Petrol,Automatic,1.5,72667,40218,9999,High
i8,2014,Middle East,Red,Hybrid,Manual,2.5,64675,95561,7022,High
3 Series,2015,Middle East,Black,Diesel,Automatic,2.3,114994,73792,9999,High
M3,2023,Middle East,Black,Electric,Manual,2.9,150345,123850,7846,High
M3,2020,Europe,Grey,Hybrid,Automatic,2.8,39450,108758,8744,High
X6,2020,South America,White,Electric,Manual,2.8,173960,109151,7484,High
M5,2017,Asia,Blue,Petrol,Automatic,2.5,36003,88405,6878,Low
7 Series,2020,Africa,Silver,Diesel,Automatic,3.4,2875,76247,3393,Low
i3,2013,South America,White,Hybrid,Manual,1.4,61899,51574,7101,High
X1,2023,South America,Grey,Petrol,Automatic,1.9,44925,50865,9999,High
5 Series,2024,Africa,Black,Electric,Automatic,2.5,178467,77351,8207,High
X1,2017,Africa,White,Petrol,Automatic,1.4,25666,47935,8200,High
M5,2014,Europe,Silver,Petrol,Manual,3.0,73716,96318,6400,Low
M5,2010,South America,Red,Petrol,Automatic,3.0,66082,65913,4826,Low
M3,2021,North America,Red,Electric,Manual,3.2,109473,72597,8999,High
3 Series,2014,Asia,Black,Diesel,Manual,2.2,88159,56611,8815,High
X3,2020,South America,Black,Hybrid,Manual,1.9,161104,50746,7260,High
M3,2015,South America,Black,Hybrid,Manual,2.1,180672,61497,7593,High
i3,2024,Asia,Red,Electric,Manual,1.2,184944,72377,9999,High
X5,2010,Europe,Grey,Diesel,Automatic,2.6,114036,68619,4103,Low
X1,2020,Europe,Blue,Petrol,Manual,1.7,113992,57476,9155,High
X3,2016,South America,Silver,Diesel,Automatic,2.0,95502,66340,4608,Low
i8,2017,Asia,White,Hybrid,Automatic,2.8,174563,87203,3773,Low
3 Series,2013,Asia,Red,Electric,Automatic,2.1,36739,63978,5359,Low
3 Series,2023,South America,Red,Petrol,Manual,2.4,52365,72831,9035,High
X6,2024,North America,Red,Petrol,Manual,3.0,176569,132346,4001,Low
i8,2012,South America,Black,Hybrid,Automatic,2.7,23766,58624,4551,Low
X1,2016,North America,Grey,Diesel,Manual,1.6,77018,71175,9467,High
i3,2015,Middle East,Silver,Electric,Manual,2.2,26054,71340,6879,Low
X1,2021,North America,Red,Diesel,Automatic,1.7,175695,83315,7037,High
X1,2024,Middle East,Black,Hybrid,Manual,1.1,181420,70090,9999,High
X1,2012,Europe,White,Diesel,Automatic,1.3,15741,70293,9545,High
M5,2013,Europe,Grey,Petrol,Manual,2.7,157349,90821,3672,Low
X5,2018,South America,Grey,Electric,Manual,2.8,104288,65090,5650,Low
X5,2013,Africa,Black,Petrol,Manual,2.9,105683,57320,4038,Low
M5,2020,Middle East,Silver,Electric,Manual,3.2,187733,118148,5796,Low
i3,2017,Asia,White,Hybrid,Manual,1.3,21022,40478,9999,High
i8,2020,Asia,Silver,Hybrid,Manual,2.9,4106,100403,4652,Low
X6,2022,South America,Black,Electric,Automatic,3.1,196178,78661,4239,Low
i3,2021,Asia,Red,Electric,Manual,1.7,179789,72419,9445,High
i8,2015,Asia,Black,Hybrid,Manual,3.1,60093,78314,4189,Low
M3,2023,Asia,Blue,Hybrid,Automatic,2.1,183904,75436,6412,Low
3 Series,2017,South America,White,Petrol,Automatic,2.6,22653,65322,9999,High
X5,2015,Middle East,Black,Diesel,Manual,3.1,129136,127611,4216,Low
M5,2024,North America,White,Electric,Manual,2.2,40963,92343,7947,High
X1,2022,South America,Red,Petrol,Manual,1.1,179101,40466,9999,High
i8,2013,Africa,White,Petrol,Automatic,2.6,136485,46602,5787,Low
M3,2024,North America,Red,Petrol,Manual,3.1,53318,126345,4858,Low
M3,2011,Europe,Blue,Petrol,Manual,2.6,188968,92917,3496,Low
X1,2022,Europe,Black,Diesel,Automatic,1.6,50699,90365,9999,High
X3,2019,South America,Grey,Petrol,Automatic,1.9,180200,49120,9875,High
X1,2012,Africa,Black,Petrol,Manual,1.6,90810,51859,7891,High
5 Series,2020,Asia,Red,Petrol,Manual,1.9,46435,86502,9611,High
X3,2011,Middle East,Blue,Petrol,Automatic,2.1,99452,76031,7510,High
i3,2019,Europe,White,Electric,Manual,1.5,48047,74319,6518,Low
5 Series,2020,Africa,White,Hybrid,Automatic,2.2,47465,62184,8839,High
X6,2021,Europe,Grey,Hybrid,Manual,2.7,135858,81573,4751,Low
M5,2024,Africa,Grey,Hybrid,Automatic,2.6,191544,72399,3983,Low
X5,2021,Middle East,Black,Hybrid,Manual,2.4,66730,91796,3863,Low
i8,2012,South America,Grey,Hybrid,Manual,2.8,125054,58594,7192,High
i3,2015,Asia,Grey,Electric,Automatic,1.3,64240,60714,7666,High
M3,2013,South America,Black,Hybrid,Automatic,1.9,88402,57719,7292,High
i3,2013,Asia,Silver,Electric,Automatic,1.6,116647,53113,7562,High
5 Series,2019,South America,Red,Diesel,Automatic,1.9,78086,52251,7550,High
7 Series,2011,South America,White,Petrol,Automatic,4.2,106611,93442,3218,Low
i8,2017,North America,Red,Hybrid,Manual,2.4,153061,113146,6437,Low
i3,2012,Middle East,Silver,Diesel,Manual,2.0,133709,55943,9999,High
M3,2010,Europe,Silver,Petrol,Automatic,2.5,120644,75979,6151,Low
X3,2019,Africa,Blue,Petrol,Automatic,2.6,54845,62313,8278,High
X1,2021,Asia,Silver,Hybrid,Manual,2.3,29092,75714,9999,High
i3,2020,Africa,Silver,Hybrid,Manual,2.1,32183,43858,9999,High
X1,2019,South America,Black,Electric,Automatic,1.9,137307,41984,9999,High
i3,2023,Africa,Blue,Electric,Automatic,2.0,80265,43387,9207,High
X6,2014,North America,Grey,Diesel,Manual,2.5,79658,107718,3619,Low
3 Series,2015,Asia,Grey,Petrol,Automatic,2.1,67889,68714,6027,Low
3 Series,2024,South America,White,Hybrid,Manual,2.1,9826,45688,9999,High
M3,2022,Europe,Blue,Petrol,Automatic,2.5,193219,90961,5174,Low
M3,2022,North America,Black,Petrol,Automatic,2.3,89624,116116,5879,Low
3 Series,2022,Europe,Grey,Hybrid,Automatic,1.5,5694,82323,6805,Low
i3,2013,South America,Red,Hybrid,Manual,2.2,183836,44419,7663,High
i3,2022,South America,Black,Electric,Manual,1.3,119020,44046,7276,High
7 Series,2021,North America,Black,Hybrid,Manual,3.2,173603,154731,4632,Low
i3,2010,Africa,Silver,Hybrid,Automatic,1.8,66011,48542,5789,Low
M5,2013,South America,Red,Diesel,Automatic,2.9,118680,85249,4177,Low
X3,2018,South America,Blue,Petrol,Automatic,2.2,79978,81428,7302,High
X6,2015,Middle East,Red,Hybrid,Manual,3.3,148476,85269,3422,Low
7 Series,2013,Asia,Black,Petrol,Automatic,3.4,14793,106306,3984,Low
i8,2013,Africa,Silver,Hybrid,Automatic,2.8,31828,62828,4017,Low
X5,2016,Asia,Blue,Petrol,Automatic,2.5,9221,84380,3489,Low
i3,2015,North America,Silver,Electric,Automatic,2.0,94048,59032,7724,High
i3,2013,Europe,White,Electric,Manual,1.3,158323,65130,9655,High
X6,2024,North America,Grey,Petrol,Manual,3.5,36583,150476,4646,Low
M3,2011,North America,Grey,Diesel,Automatic,2.5,74084,93960,4914,Low
X5,2022,Europe,Black,Hybrid,Automatic,2.5,139105,129744,8160,High
X3,2010,Europe,Silver,Diesel,Manual,2.0,123823,75564,8149,High
3 Series,2023,North America,Blue,Hybrid,Manual,1.2,103944,50057,9999,High
X6,2020,Europe,Grey,Hybrid,Manual,3.5,19727,104320,7655,High
X5,2016,Asia,Red,Petrol,Manual,3.2,123199,124474,3386,Low
3 Series,2019,Asia,Blue,Petrol,Automatic,2.4,116141,66111,9561,High
X5,2020,South America,White,Electric,Manual,3.4,36233,69807,5932,Low
7 Series,2017,North America,Silver,Diesel,Automatic,3.2,11379,85537,4947,Low
X3,2023,Middle East,Blue,Petrol,Manual,2.4,35181,67309,9999,High
X1,2018,Asia,Silver,Electric,Automatic,2.2,199644,73303,5933,Low
M3,2020,South America,Red,Electric,Automatic,2.0,50594,58994,7619,High
7 Series,2024,North America,Red,Electric,Automatic,3.4,32330,143756,4835,Low
i8,2013,Asia,Black,Hybrid,Automatic,3.7,42914,89559,6767,Low
5 Series,2016,Asia,White,Electric,Manual,2.3,10043,64636,6216,Low
7 Series,2016,North America,Black,Petrol,Manual,3.7,134134,96134,4699,Low
i3,2023,South America,Red,Electric,Manual,1.0,126896,42566,9999,High
M3,2021,Africa,White,Electric,Automatic,3.2,134013,52312,9020,High
X3,2010,Asia,Black,Petrol,Manual,2.8,22192,73198,7013,High
M5,2014,Asia,Red,Diesel,Manual,2.7,102934,101812,4409,Low
5 Series,2020,Middle East,Black,Hybrid,Manual,2.7,2259,90583,5128,Low
3 Series,2014,Middle East,Black,Petrol,Manual,1.4,100585,65204,9999,High
M3,2022,Africa,White,Petrol,Automatic,2.5,45301,55995,8114,High
i3,2017,South America,Blue,Hybrid,Manual,1.7,91973,39629,9999,High
M5,2018,North America,Black,Petrol,Manual,2.9,179147,98230,4281,Low
5 Series,2022,Asia,Blue,Hybrid,Automatic,2.5,66637,61884,9081,High
X3,2011,Middle East,Grey,Petrol,Automatic,2.4,58855,82053,5433,Low
7 Series,2013,Asia,Blue,Diesel,Manual,3.4,105319,125379,6084,Low
X5,2024,South America,Red,Electric,Automatic,2.4,187999,78566,7544,High
i3,2015,Europe,Grey,Electric,Manual,1.3,196669,66894,9999,High
M5,2024,Asia,Silver,Hybrid,Automatic,3.4,831,91317,4538,Low
M3,2019,North America,White,Petrol,Automatic,3.2,171039,79658,5404,Low
X1,2013,Asia,Red,Hybrid,Automatic,1.3,123090,64190,6785,Low
7 Series,2021,Europe,Grey,Electric,Manual,3.6,65531,116358,3436,Low
M3,2023,South America,Red,Hybrid,Manual,2.5,107903,84227,8734,High
M3,2023,South America,White,Petrol,Automatic,2.8,53049,87294,9046,High
X3,2010,South America,Blue,Petrol,Manual,2.7,72016,61705,4234,Low
X6,2020,Asia,Black,Diesel,Manual,3.4,35080,83617,5749,Low
3 Series,2014,North America,White,Electric,Automatic,1.7,50592,60635,7550,High
3 Series,2017,Middle East,Grey,Diesel,Manual,1.7,15486,54384,9999,High
i3,2023,North America,Blue,Electric,Manual,1.7,41605,81524,9841,High
X3,2011,South America,Silver,Petrol,Automatic,1.7,84081,39216,9195,High
M3,2010,Europe,Blue,Diesel,Automatic,2.2,145798,77097,7340,High
5 Series,2010,Europe,White,Petrol,Manual,2.5,107457,54795,6485,Low
M5,2014,Asia,Blue,Petrol,Automatic,4.1,67085,87648,3879,Low
X3,2013,North America,Black,Petrol,Automatic,2.5,140996,86662,8145,High
3 Series,2010,Asia,Grey,Petrol,Automatic,2.2,10445,40781,5432,Low
i3,2015,Middle East,Black,Electric,Automatic,1.0,144501,64201,9218,High
3 Series,2020,South America,Blue,Electric,Automatic,1.8,172957,62661,5979,Low
M5,2019,Europe,Black,Electric,Automatic,2.9,198528,144142,6324,Low
X3,2024,North America,Grey,Petrol,Automatic,1.9,29611,104476,7094,High
3 Series,2017,Asia,White,Diesel,Automatic,1.3,78382,48695,9999,High
7 Series,2019,Asia,Silver,Electric,Manual,3.0,119281,84534,5534,Low
X1,2012,Africa,White,Petrol,Manual,1.6,60992,56028,5702,Low
3 Series,2010,North America,White,Diesel,Manual,1.8,180909,48011,7852,High
3 Series,2020,Asia,Grey,Petrol,Manual,1.1,78963,52245,6884,Low
7 Series,2019,Europe,Silver,Diesel,Manual,4.1,139492,152405,3547,Low
i8,2015,Europe,White,Hybrid,Automatic,3.1,90778,78801,5259,Low
X3,2022,South America,Silver,Electric,Manual,3.1,40960,66423,7094,High
7 Series,2011,South America,Red,Diesel,Manual,3.8,3214,101146,2778,Low
3 Series,2023,South America,Grey,Electric,Automatic,2.1,186593,61828,7866,High
3 Series,2012,Europe,Silver,Diesel,Manual,2.3,99070,61451,9516,High
X6,2019,Europe,Silver,Petrol,Manual,2.5,81785,140317,3716,Low
X5,2020,Asia,Silver,Hybrid,Manual,2.8,32267,83675,4521,Low
3 Series,2017,Asia,Blue,Petrol,Manual,1.5,146868,58526,6199,Low
5 Series,2017,Africa,Silver,Petrol,Manual,2.2,115700,60010,5223,Low
i3,2022,South America,Silver,Electric,Manual,1.5,54775,58811,9999,High
X6,2018,Middle East,Blue,Diesel,Manual,2.9,139025,91275,7513,High
5 Series,2012,South America,Silver,Hybrid,Manual,2.6,58086,64742,5942,Low
M5,2012,Europe,Grey,Electric,Automatic,3.3,34080,110744,5719,Low
3 Series,2018,Asia,Silver,Hybrid,Automatic,2.3,169971,57601,8950,High
M5,2023,Asia,White,Petrol,Automatic,3.7,120482,98181,4006,Low
i3,2019,South America,White,Electric,Automatic,2.0,15216,47195,9999,High
5 Series,2019,Middle East,Blue,Diesel,Automatic,2.3,183600,61720,8029,High
5 Series,2013,Middle East,White,Diesel,Automatic,2.7,116320,82584,6469,Low
i3,2011,Africa,Grey,Hybrid,Automatic,1.0,165737,40099,6831,Low
i8,2014,North America,White,Hybrid,Manual,2.3,36232,87959,3949,Low
7 Series,2015,South America,Red,Petrol,Automatic,3.5,150496,86242,4306,Low
M5,2019,Africa,Grey,Diesel,Automatic,2.8,982,72188,5364,Low
M5,2019,Middle East,Blue,Diesel,Automatic,3.1,181189,118241,4084,Low
7 Series,2024,North America,Red,Petrol,Manual,3.2,197447,127288,4021,Low
i3,2022,Middle East,Silver,Electric,Automatic,1.8,18767,75997,9496,High
M5,2017,Middle East,Red,Hybrid,Manual,3.4,169901,127281,6997,Low
X5,2010,Africa,White,Petrol,Automatic,3.4,147625,58476,5339,Low
M5,2020,Asia,Silver,Electric,Automatic,2.8,14349,105760,3622,Low
X5,2020,Asia,Silver,Petrol,Manual,2.8,78453,123365,4028,Low
i8,2013,Europe,White,Hybrid,Manual,2.2,181889,92844,4957,Low
X5,2010,Middle East,White,Hybrid,Automatic,3.2,158861,110472,5403,Low
i8,2012,Africa,Silver,Hybrid,Manual,2.3,78940,52818,5372,Low
X3,2019,South America,Black,Petrol,Automatic,2.6,140637,58113,9235,High
5 Series,2021,North America,Grey,Diesel,Automatic,2.1,45437,94786,9388,High
M5,2021,Africa,Red,Petrol,Automatic,2.7,21772,91345,3990,Low
5 Series,2017,Europe,Grey,Petrol,Automatic,1.9,88174,90865,7933,High
i8,2014,South America,Blue,Hybrid,Manual,2.9,144333,88886,3573,Low
X5,2010,South America,Grey,Petrol,Manual,2.7,123176,92130,6739,Low
5 Series,2016,South America,Silver,Hybrid,Manual,2.4,82564,59923,5236,Low
X3,2012,South America,Silver,Diesel,Manual,1.9,107609,63874,9377,High
5 Series,2018,Middle East,Grey,Electric,Automatic,2.4,136801,79281,5443,Low
M5,2018,Europe,Black,Diesel,Automatic,2.6,171735,86830,4504,Low
X5,2016,Asia,Silver,Petrol,Manual,2.9,40970,71011,3397,Low
M3,2013,Africa,Red,Petrol,Manual,2.5,107522,62681,7104,High
7 Series,2011,North America,Red,Petrol,Automatic,4.1,146995,109982,4124,Low
i3,2015,North America,Red,Hybrid,Automatic,1.5,87608,70064,8953,High
X5,2014,Africa,Grey,Hybrid,Manual,1.8,157832,65271,6781,Low
5 Series,2023,Africa,Grey,Electric,Automatic,2.1,39336,88990,4646,Low
X5,2022,Asia,Blue,Hybrid,Automatic,2.7,110410,117820,6724,Low
i8,2018,Asia,Red,Electric,Manual,2.6,122126,75643,3802,Low
i3,2010,Europe,Blue,Electric,Automatic,1.0,54244,54004,9999,High
X6,2021,South America,Black,Petrol,Manual,3.2,83832,92532,6159,Low
M3,2022,Asia,White,Electric,Automatic,3.0,180875,95135,5052,Low
M3,2016,South America,Grey,Petrol,Automatic,2.4,111913,89857,5454,Low
3 Series,2010,Asia,Blue,Hybrid,Automatic,2.3,15223,62069,9617,High
X6,2024,Europe,Black,Electric,Automatic,2.8,143888,101433,3951,Low
X3,2023,South America,Grey,Hybrid,Automatic,2.3,130293,60643,5574,Low
7 Series,2011,Middle East,Red,Diesel,Automatic,2.9,190815,82388,3344,Low
X1,2022,Middle East,White,Electric,Automatic,2.0,149101,59769,7887,High
X6,2016,Africa,Grey,Diesel,Automatic,3.0,197386,102696,6881,Low
5 Series,2017,Middle East,Black,Hybrid,Manual,2.0,39522,75068,7312,High
X3,2017,Africa,White,Diesel,Manual,2.3,80380,60387,9727,High
5 Series,2023,North America,Black,Diesel,Manual,1.8,87836,101595,4890,Low
X5,2021,South America,Silver,Petrol,Automatic,2.0,29761,110227,6640,Low
3 Series,2016,Middle East,Black,Hybrid,Manual,1.5,33577,66091,8723,High
X5,2023,North America,Silver,Electric,Automatic,2.6,88678,130778,4391,Low
X5,2012,North America,Blue,Petrol,Automatic,2.7,117997,78613,4250,Low
3 Series,2015,Middle East,White,Hybrid,Manual,1.8,69193,40334,9999,High
X6,2012,North America,Grey,Petrol,Manual,2.6,176700,105917,6020,Low
i3,2023,Africa,Blue,Electric,Manual,1.1,101221,40316,6734,Low
i3,2013,Europe,Grey,Hybrid,Manual,2.6,70701,55298,6731,Low
X1,2022,Africa,White,Petrol,Manual,2.0,26605,51668,9999,High
5 Series,2017,North America,White,Diesel,Manual,1.8,199493,73577,5563,Low
X3,2016,Middle East,Red,Electric,Manual,2.0,150245,83582,9618,High
i3,2024,Asia,Grey,Hybrid,Manual,2.4,89426,62093,8966,High
5 Series,2015,Africa,Blue,Petrol,Manual,2.4,112015,51029,8173,High
3 Series,2015,Africa,White,Electric,Automatic,1.7,85466,45601,8184,High
M5,2013,South America,Blue,Petrol,Manual,2.5,164504,86423,3475,Low
i8,2011,Middle East,Blue,Hybrid,Manual,2.7,37600,85934,3946,Low
M5,2023,Middle East,White,Diesel,Automatic,3.2,56130,149779,5112,Low
5 Series,2013,North America,White,Diesel,Manual,2.0,61820,84694,7658,High
i3,2024,North America,White,Hybrid,Automatic,1.6,63845,70974,9999,High
M3,2024,South America,Silver,Diesel,Automatic,1.6,71456,81163,8574,High
X5,2024,Africa,Grey,Diesel,Automatic,2.9,112136,66825,4490,Low
X1,2014,North America,Silver,Diesel,Automatic,1.9,169276,58365,9999,High
X1,2014,Asia,Black,Petrol,Manual,1.9,190037,66086,7413,High
X3,2019,Africa,Silver,Hybrid,Manual,1.6,181162,72732,8239,High
X1,2015,South America,Grey,Diesel,Automatic,1.2,141922,56674,9999,High
X5,2012,South America,Red,Hybrid,Manual,3.0,107661,85912,4502,Low
X6,2023,Europe,Silver,Electric,Manual,2.6,168700,128181,4125,Low
7 Series,2022,Africa,Silver,Electric,Automatic,3.6,176889,76478,6112,Low
M5,2010,Middle East,Red,Petrol,Manual,3.3,70971,68613,3649,Low
X5,2010,South America,Silver,Hybrid,Manual,2.6,96598,61332,3867,Low
X3,2020,Europe,Red,Hybrid,Manual,2.6,100500,102932,9999,High
i8,2018,Europe,Grey,Hybrid,Automatic,3.1,39067,124432,4012,Low
M3,2018,Middle East,Red,Diesel,Automatic,2.7,63768,102873,6724,Low
i3,2013,Middle East,Blue,Electric,Automatic,1.8,24463,61321,9999,High
M5,2015,South America,Silver,Petrol,Manual,2.6,55956,84225,3727,Low
i3,2023,Africa,White,Diesel,Manual,1.3,148310,55078,8583,High
X6,2011,South America,Grey,Petrol,Automatic,2.6,74333,63179,6510,Low
X5,2010,North America,Blue,Petrol,Manual,2.8,32417,98397,6489,Low
5 Series,2018,Africa,Black,Electric,Automatic,1.6,167956,70253,8773,High
X6,2012,Africa,White,Diesel,Automatic,2.7,93244,57336,6129,Low
i3,2010,Africa,Grey,Petrol,Automatic,1.7,91138,37527,7640,High
X5,2023,Asia,White,Petrol,Automatic,2.5,6141,122419,5682,Low
7 Series,2013,Africa,Red,Petrol,Manual,3.7,1568,109430,3144,Low
5 Series,2022,Europe,Black,Hybrid,Manual,2.5,43068,102751,8965,High
M5,2015,Africa,White,Petrol,Manual,3.4,157983,85122,5452,Low
X5,2010,Middle East,Grey,Petrol,Automatic,2.4,38545,110421,5453,Low
i8,2023,North America,Silver,Hybrid,Manual,2.7,124332,91903,4987,Low
X1,2012,Asia,Blue,Diesel,Manual,2.7,42979,40590,6222,Low
M5,2018,Middle East,Red,Electric,Manual,3.1,118723,93358,4129,Low
i8,2021,Europe,Blue,Hybrid,Manual,2.7,143477,110082,4889,Low
X5,2016,South America,Red,Diesel,Automatic,2.7,145557,64183,5275,Low
X1,2020,Europe,Red,Hybrid,Automatic,1.5,80121,50272,9132,High
X5,2012,Middle East,Black,Hybrid,Automatic,2.8,118554,86491,3972,Low
i3,2018,Europe,Blue,Hybrid,Automatic,1.6,76507,55397,9999,High
M5,2012,Asia,White,Electric,Automatic,3.3,137921,72192,4717,Low
3 Series,2021,North America,Blue,Petrol,Automatic,1.6,199878,68558,9812,High
X6,2023,Europe,Blue,Electric,Manual,2.8,55043,85060,5237,Low
5 Series,2015,Europe,White,Petrol,Automatic,2.8,99864,66454,7272,High
X5,2018,Europe,Black,Petrol,Manual,2.9,126042,81961,6899,Low
i3,2022,Middle East,Red,Electric,Manual,1.4,5157,56749,8253,High
M3,2014,Africa,Red,Electric,Manual,2.0,186890,47157,6737,Low
i8,2021,North America,Grey,Hybrid,Manual,2.5,157160,87830,8651,High
i8,2013,South America,Blue,Hybrid,Automatic,2.9,75532,54029,4008,Low
3 Series,2012,Asia,Blue,Petrol,Manual,1.5,93889,58595,5408,Low
M3,2018,South America,Black,Hybrid,Manual,2.2,104747,93463,6600,Low
i3,2011,Middle East,Grey,Electric,Automatic,1.6,103499,35106,9999,High
5 Series,2021,South America,White,Electric,Automatic,2.6,160012,57426,8880,High
5 Series,2011,Asia,Grey,Petrol,Automatic,2.3,87680,58789,7403,High
3 Series,2018,Asia,Blue,Diesel,Manual,1.0,194817,56743,9999,High
M5,2011,South America,Black,Petrol,Automatic,3.1,79988,81926,6250,Low
M3,2017,North America,Blue,Petrol,Automatic,2.3,173920,66522,6117,Low
3 Series,2019,North America,Black,Petrol,Automatic,1.4,81129,70504,8940,High
i3,2011,Asia,Red,Electric,Automatic,1.6,70500,36927,9999,High
5 Series,2019,South America,Red,Hybrid,Automatic,2.8,89502,55363,9389,High
X5,2023,Asia,Grey,Petrol,Automatic,3.1,31107,85089,3909,Low
5 Series,2019,South America,Red,Diesel,Automatic,3.0,117695,50325,4333,Low
X6,2016,Asia,Grey,Petrol,Automatic,2.4,100914,75049,6913,Low
X6,2021,Europe,Silver,Petrol,Automatic,3.2,30397,109905,5944,Low
X1,2020,Europe,Blue,Electric,Manual,2.8,131142,50010,9999,High
X6,2021,Middle East,White,Electric,Manual,3.2,98285,109005,6814,Low
7 Series,2014,Africa,Grey,Petrol,Automatic,3.1,32476,71344,6162,Low
i8,2019,South America,Silver,Hybrid,Manual,2.5,1641,67006,6296,Low
7 Series,2013,Middle East,Grey,Petrol,Manual,5.0,149825,124662,5992,Low
3 Series,2015,Africa,White,Petrol,Automatic,2.3,132485,38797,9999,High
X6,2015,Africa,Red,Hybrid,Automatic,2.8,108600,64085,6954,Low
M3,2012,Europe,Grey,Electric,Manual,2.2,98027,84972,5806,Low
